,1_F,1_I,1_M,2,3,4,5,6,7,8,Rings
0,0.0,0.0,1.0,0.5135135135135135,0.5210084033613446,0.084070796460177,0.18133522224189835,0.15030262273032952,0.13232389730085584,0.14798206278026907,15
1,0.0,0.0,1.0,0.3716216216216216,0.35294117647058826,0.07964601769911504,0.07915707455285992,0.06624075319435103,0.06319947333772218,0.06826108619830594,7
2,1.0,0.0,0.0,0.6148648648648649,0.6134453781512605,0.11946902654867259,0.23906499026031522,0.17182246133154,0.1856484529295589,0.20777279521674144,9
3,0.0,0.0,1.0,0.49324324324324326,0.5210084033613446,0.11061946902654868,0.18204356295378077,0.14425016812373906,0.14944042132982224,0.15296462381664178,10
4,0.0,1.0,0.0,0.3445945945945946,0.33613445378151263,0.07079646017699116,0.07189658225606516,0.059515803631472755,0.05134957208689927,0.05331340308918785,7
5,0.0,1.0,0.0,0.47297297297297297,0.411764705882353,0.084070796460177,0.12378253940145209,0.09414929388029589,0.10138248847926266,0.1180866965620329,8
6,1.0,0.0,0.0,0.6148648648648649,0.6050420168067226,0.13274336283185842,0.2746591110324066,0.15870880968392737,0.1856484529295589,0.32735426008968616,20
7,1.0,0.0,0.0,0.6351351351351352,0.6218487394957983,0.11061946902654868,0.2712944926509651,0.19704102219233352,0.19618169848584593,0.2575984055804684,16
8,0.0,0.0,1.0,0.5405405405405405,0.5294117647058824,0.11061946902654868,0.1797414556401629,0.14492266308002688,0.14746543778801843,0.1629297458893872,9
9,1.0,0.0,0.0,0.641891891891892,0.6470588235294118,0.13274336283185842,0.31609704267752786,0.210827168796234,0.19815668202764974,0.31738913801694074,19
10,1.0,0.0,0.0,0.6081081081081081,0.546218487394958,0.12389380530973454,0.21409598016646006,0.12979152656355078,0.19354838709677416,0.20777279521674144,14
11,0.0,0.0,1.0,0.4797297297297297,0.4957983193277311,0.09734513274336284,0.14308482380024792,0.11197041022192333,0.10599078341013825,0.133034379671151,10
12,0.0,0.0,1.0,0.5608108108108107,0.546218487394958,0.11946902654867259,0.19107490703028154,0.1455951580363147,0.12442396313364054,0.18784255107125064,11
13,1.0,0.0,0.0,0.6216216216216216,0.5882352941176472,0.12831858407079647,0.24172126792987425,0.18258238063214527,0.22448979591836735,0.20279023418036873,10
14,1.0,0.0,0.0,0.5337837837837838,0.5042016806722689,0.08849557522123895,0.16769966353816185,0.11197041022192333,0.1053324555628703,0.18285999003487796,10
15,0.0,0.0,1.0,0.5743243243243243,0.5798319327731093,0.11504424778761063,0.2346378608110501,0.17283120376597175,0.17445687952600394,0.2376681614349776,12
16,0.0,1.0,0.0,0.37837837837837834,0.3781512605042018,0.0752212389380531,0.10217814768903842,0.0632145258910558,0.05134957208689927,0.11310413552566022,7
17,1.0,0.0,0.0,0.49324324324324326,0.47899159663865554,0.08849557522123895,0.15902248981760225,0.1257565568258238,0.1138907175773535,0.1280518186347783,10
18,0.0,0.0,1.0,0.3918918918918919,0.40336134453781514,0.07079646017699116,0.08978218523109616,0.06455951580363146,0.055957867017774846,0.09815645241654213,7
19,0.0,0.0,1.0,0.5067567567567568,0.44537815126050423,0.08849557522123895,0.13423056490171772,0.11398789509078681,0.09809084924292297,0.11310413552566022,9
20,0.0,0.0,1.0,0.37837837837837834,0.3781512605042018,0.084070796460177,0.08624048167168408,0.06355077336919973,0.08097432521395655,0.07324364723467863,11
21,0.0,1.0,0.0,0.41216216216216217,0.36974789915966394,0.08849557522123895,0.07915707455285992,0.053127101546738394,0.06385780118499013,0.08320876930742403,10
22,1.0,0.0,0.0,0.6621621621621621,0.6470588235294118,0.13716814159292037,0.3320347086948822,0.28681909885675855,0.2811059907834101,0.2675635276532138,12
23,1.0,0.0,0.0,0.641891891891892,0.6050420168067226,0.11946902654867259,0.2697007260492297,0.21318090114324142,0.2758393680052666,0.19780767314399605,9
24,1.0,0.0,0.0,0.7297297297297298,0.7142857142857143,0.14601769911504428,0.4106605277138303,0.34431741761936785,0.39565503620803155,0.30244145490782265,10
25,1.0,0.0,0.0,0.6554054054054055,0.6470588235294118,0.12389380530973454,0.32813883477952893,0.2565568258238063,0.24687294272547727,0.29745889387144997,11
26,1.0,0.0,0.0,0.6824324324324325,0.6638655462184875,0.16371681415929204,0.35186824862758986,0.26462676529926027,0.3574720210664911,0.2825112107623319,11
27,0.0,0.0,1.0,0.6959459459459459,0.6554621848739496,0.12389380530973454,0.32902426066938195,0.23873570948217884,0.3074391046741277,0.2775286497259592,12
28,0.0,0.0,1.0,0.7162162162162162,0.7058823529411765,0.1592920353982301,0.3309721976270586,0.26429051782111634,0.2876892692560895,0.29247633283507724,15
29,0.0,0.0,1.0,0.6756756756756757,0.6218487394957983,0.12389380530973454,0.30511776164335047,0.2636180228648285,0.29822251481237655,0.19780767314399605,11
30,0.0,0.0,1.0,0.6824324324324325,0.6974789915966386,0.14601769911504428,0.3525765893394723,0.2639542703429724,0.3179723502304147,0.32735426008968616,10
31,1.0,0.0,0.0,0.8175675675675677,0.8487394957983194,0.14601769911504428,0.5797768726757571,0.40652320107599194,0.3686635944700461,0.45690084703537626,15
32,0.0,0.0,1.0,0.7972972972972974,0.7899159663865547,0.14601769911504428,0.4731715955374535,0.3702084734364492,0.4700460829493087,0.3472845042351769,18
33,1.0,0.0,0.0,0.8175675675675677,0.8319327731092439,0.15486725663716813,0.636089959270409,0.5474108944182918,0.5161290322580645,0.4519182859990036,19
34,1.0,0.0,0.0,0.8513513513513513,0.8319327731092439,0.1769911504424779,0.6047458827696122,0.42501681237390715,0.5411454904542461,0.48679621325361244,13
35,0.0,0.0,1.0,0.5270270270270271,0.5042016806722689,0.09292035398230089,0.16911634496192668,0.15198386012104909,0.16260697827518103,0.1230692575984056,8
36,1.0,0.0,0.0,0.6283783783783784,0.7058823529411765,0.13716814159292037,0.43031698246856737,0.3560860793544048,0.4042132982225148,0.33731938216243157,16
37,1.0,0.0,0.0,0.5067567567567568,0.5042016806722689,0.09292035398230089,0.1843456702673986,0.15870880968392737,0.15273206056616195,0.14299950174389636,8
38,1.0,0.0,0.0,0.6756756756756757,0.6554621848739496,0.11946902654867259,0.31202408358420397,0.25554808338937457,0.26728110599078336,0.2575984055804684,11
39,0.0,0.0,1.0,0.37837837837837834,0.3949579831932773,0.07964601769911504,0.11528245085886311,0.0894418291862811,0.11257406188281763,0.08819133034379673,9
40,1.0,0.0,0.0,0.5067567567567568,0.4705882352941177,0.09292035398230089,0.14981406056313085,0.12474781439139206,0.11915734035549702,0.11310413552566022,9
41,1.0,0.0,0.0,0.641891891891892,0.6218487394957983,0.11946902654867259,0.300867717372056,0.24277067921990583,0.2574061882817643,0.2675635276532138,14
42,0.0,1.0,0.0,0.22297297297297294,0.20168067226890757,0.03982300884955752,0.024083584204002126,0.020511096166778747,0.03028308097432521,0.018435475834578975,5
43,0.0,1.0,0.0,0.17567567567567569,0.1596638655462185,0.04867256637168142,0.014166814237648309,0.01647612642905178,0.01909150757077024,0.010463378176382663,5
44,0.0,1.0,0.0,0.18243243243243246,0.1596638655462185,0.044247787610619475,0.014166814237648309,0.01109616677874916,0.015799868334430544,0.01345291479820628,4
45,0.0,1.0,0.0,0.42567567567567566,0.40336134453781514,0.084070796460177,0.07118824154418275,0.0581708137188971,0.0585911784068466,0.07324364723467863,7
46,0.0,0.0,1.0,0.5337837837837838,0.5294117647058824,0.10619469026548674,0.20453338055604744,0.1963685272360457,0.29822251481237655,0.1380169407075237,9
47,1.0,0.0,0.0,0.5202702702702703,0.5378151260504203,0.10619469026548674,0.16238710819904373,0.1186953597848016,0.14417379855167872,0.14798206278026907,7
48,0.0,1.0,0.0,0.33783783783783783,0.319327731092437,0.06194690265486727,0.05631308659465203,0.05010087424344317,0.03291639236339697,0.043348281016442454,6
49,1.0,0.0,0.0,0.6081081081081081,0.6218487394957983,0.14159292035398233,0.29520099167699665,0.23772696704774712,0.28044766293614215,0.2426507224713503,9
50,0.0,1.0,0.0,0.6013513513513513,0.5966386554621849,0.10619469026548674,0.21002302107313617,0.15971755211835909,0.1454904542462146,0.18784255107125064,8
51,0.0,0.0,1.0,0.4391891891891892,0.44537815126050423,0.084070796460177,0.10660527713830352,0.08910558170813719,0.07834101382488479,0.09815645241654213,7
52,0.0,0.0,1.0,0.5540540540540541,0.5126050420168068,0.11504424778761063,0.19107490703028154,0.1738399462004035,0.12574061882817641,0.15794718485301448,10
53,1.0,0.0,0.0,0.5337837837837838,0.5126050420168068,0.10619469026548674,0.16840800425004426,0.14088769334229992,0.13824884792626727,0.14798206278026907,10
54,0.0,0.0,1.0,0.445945945945946,0.4285714285714286,0.08849557522123895,0.13564724632548256,0.11566913248150637,0.11981566820276496,0.10812157448928751,7
55,1.0,0.0,0.0,0.5743243243243243,0.5798319327731093,0.12389380530973454,0.23357534974322647,0.17182246133154,0.23041474654377878,0.21773791728948683,8
56,0.0,0.0,1.0,0.5,0.4957983193277311,0.10619469026548674,0.15601204179210199,0.1284465366509751,0.12508229098090848,0.133034379671151,8
57,0.0,0.0,1.0,0.5337837837837838,0.5546218487394958,0.11946902654867259,0.20807508411545952,0.1852723604572966,0.1573403554970375,0.16791230692575987,8
58,0.0,1.0,0.0,0.22972972972972971,0.22689075630252103,0.05309734513274337,0.029750309899061446,0.02757229320780094,0.017774851876234364,0.02341803687095167,4
59,1.0,0.0,0.0,0.581081081081081,0.5798319327731093,0.11061946902654868,0.20577297680184167,0.1647612642905178,0.1705069124423963,0.17289486796213255,7
60,0.0,0.0,1.0,0.5067567567567568,0.48739495798319327,0.09292035398230089,0.14503276075792454,0.12037659717552117,0.14746543778801843,0.133034379671151,7
61,0.0,0.0,1.0,0.581081081081081,0.5882352941176472,0.09734513274336284,0.2206481317513724,0.20443846671149965,0.21000658327847266,0.17289486796213255,9
62,1.0,0.0,0.0,0.6148648648648649,0.5966386554621849,0.11504424778761063,0.24597131220116875,0.20242098184263616,0.25411454904542463,0.19780767314399605,10
63,0.0,0.0,1.0,0.47297297297297297,0.45378151260504207,0.084070796460177,0.1333451390118647,0.11398789509078681,0.10467412771560236,0.09815645241654213,7
64,0.0,0.0,1.0,0.6013513513513513,0.5798319327731093,0.10619469026548674,0.20471046573401805,0.1566913248150639,0.17248189598420013,0.18285999003487796,8
65,0.0,0.0,1.0,0.5405405405405405,0.5042016806722689,0.10619469026548674,0.16929343013989728,0.1566913248150639,0.13298222514812377,0.133034379671151,8
66,1.0,0.0,0.0,0.6621621621621621,0.6470588235294118,0.14159292035398233,0.3233575349743226,0.2373907195696032,0.25411454904542463,0.31738913801694074,12
67,1.0,0.0,0.0,0.7027027027027027,0.7394957983193278,0.16371681415929204,0.45440056667256945,0.27908540685944855,0.29427254772876893,0.4818136522172397,13
68,1.0,0.0,0.0,0.5405405405405405,0.5630252100840337,0.10619469026548674,0.18717903311492826,0.14290517821116341,0.15141540487162605,0.16791230692575987,10
69,0.0,1.0,0.0,0.31756756756756754,0.3025210084033613,0.06194690265486727,0.05277138303523995,0.04169468728984532,0.05266622778143515,0.043348281016442454,6
70,0.0,0.0,1.0,0.6486486486486487,0.6218487394957983,0.11504424778761063,0.2707632371170533,0.1768661735036987,0.2205398288347597,0.2725460886895865,13
71,1.0,0.0,0.0,0.4391891891891892,0.44537815126050423,0.09734513274336284,0.1243137949353639,0.09381304640215199,0.12903225806451613,0.09815645241654213,8
72,1.0,0.0,0.0,0.7027027027027027,0.7058823529411765,0.1504424778761062,0.4409420931468036,0.3221250840618695,0.2955892034233048,0.4220229197807674,20
73,0.0,0.0,1.0,0.6689189189189189,0.7142857142857143,0.15486725663716813,0.4189835310784487,0.3180901143241425,0.3429888084265964,0.3771798704534131,11
74,1.0,0.0,0.0,0.7162162162162162,0.6638655462184875,0.17256637168141595,0.3881707101115637,0.3227975790181573,0.38051349572086896,0.31240657698056806,13
75,1.0,0.0,0.0,0.7094594594594595,0.7058823529411765,0.13274336283185842,0.35611829289888436,0.29690652320107597,0.29032258064516125,0.2775286497259592,15
76,0.0,0.0,1.0,0.7027027027027027,0.7058823529411765,0.12389380530973454,0.33362847529661765,0.24310692669804973,0.24818959842001315,0.31240657698056806,9
77,1.0,0.0,0.0,0.7094594594594595,0.6974789915966386,0.13274336283185842,0.3258367274659111,0.24344317417619366,0.25477287689269257,0.30244145490782265,10
78,1.0,0.0,0.0,0.6486486486486487,0.6218487394957983,0.12389380530973454,0.27837789976978927,0.1889710827168796,0.20934825543120472,0.2825112107623319,11
79,1.0,0.0,0.0,0.7297297297297298,0.7058823529411765,0.1504424778761062,0.3897644767132991,0.3150638870208473,0.30941408821593147,0.3423019431988042,14
80,1.0,0.0,0.0,0.6756756756756757,0.6554621848739496,0.12389380530973454,0.33256596422879403,0.257901815736382,0.3311389071757735,0.2825112107623319,9
81,0.0,0.0,1.0,0.7364864864864865,0.7647058823529412,0.15486725663716813,0.5712767841331681,0.3426361802286482,0.25213956550362077,0.6711509715994023,12
82,1.0,0.0,0.0,0.6013513513513513,0.6218487394957983,0.14601769911504428,0.3493890561360014,0.265635507733692,0.2955892034233048,0.31738913801694074,16
83,0.0,0.0,1.0,0.7027027027027027,0.7058823529411765,0.14159292035398233,0.4659111032406587,0.2737054472091459,0.3074391046741277,0.576482311908321,21
84,0.0,0.0,1.0,0.6824324324324325,0.6638655462184875,0.12389380530973454,0.35806622985656095,0.2548755884330867,0.2837393021724819,0.35724962630792234,14
85,1.0,0.0,0.0,0.6689189189189189,0.689075630252101,0.1592920353982301,0.45794227023198153,0.2273032952252858,0.29229756418696506,0.4369706028898855,12
86,0.0,0.0,1.0,0.7432432432432433,0.689075630252101,0.12389380530973454,0.4225252346378608,0.3238063214525891,0.2692560895325872,0.39711011459890394,13
87,0.0,0.0,1.0,0.6554054054054055,0.6470588235294118,0.14159292035398233,0.3054719319992917,0.22158708809683927,0.2725477287689269,0.2575984055804684,10
