,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,class
0,0.6666666666666666,0.0,1.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
1,0.8333333333333334,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
2,0.5,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,1.0,0.5,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
3,1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
4,0.6666666666666666,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
5,0.8333333333333334,0.0,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
6,0.5,0.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
7,0.5,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
8,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
9,1.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1
10,1.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,1.0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
11,0.6666666666666666,0.0,0.0,0.5,0.0,0.6666666666666666,1.0,0.0,1.0,0.5,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
12,0.8333333333333334,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
13,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
14,0.5,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.5,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
15,0.6666666666666666,0.0,0.0,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,0,1.0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
16,0.5,0.0,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
17,0.8333333333333334,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
18,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
19,0.8333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,2
20,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
21,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
22,0.3333333333333333,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
23,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
24,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
25,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,3
